Ref_DOI_number,Perovskite_composition_short_form,Perovskite_composition_long_form,EQE_integrated_Jsc,JV_default_Voc,JV_default_Jsc,Perovskite_band_gap
10.1364/OME.380354,MAPbI,MAPbI3,21.43,1.02,21.49,1.65
10.1016/j.jpowsour.2018.11.081,MAPbI,MAPbI3,21.42,1.04,22.9,1.6
10.1021/jacs.8b13423,MAPbI,MAPbI3,21.42,1.114,21.52,1.55
10.1088/1361-6528/aaa054,MAPbI,MAPbI3,21.42,1.07,21.51,1.57
10.1021/jacs.8b13423,MAPbI,MAPbI3,21.42,1.108,22.07,1.55
10.1021/acssuschemeng.9b03776,MAPbI,MAPbI3,21.42,0.99,20.31,1.6
10.1021/acsami.6b14040,MAPbI,MAPbI3,21.41,1.06,22.88,1.6
10.1021/acsaem.9b00859,MAPbI,MAPbI3,21.4,1.03,23.67,1.6
10.1002/adma.201701440,MAPbI,MAPbI3,21.4,1.03,21.5,1.6
10.1002/adfm.201804128,MAPbI,MAPbI3,21.4,1.115,22.41,1.6
10.1021/acsami.8b08958,MAPbI,MAPbI3,21.4,1.09,21.44,1.6
10.1016/j.mtener.2018.05.017,MAPbI,MAPbI3,21.4,1.09,21.6,1.6
10.1016/j.apsusc.2017.02.057,MAPbI,MAPbI3,21.4,0.956,22.5,1.6
10.1016/j.orgel.2019.05.024,MAPbI,MAPbI3,21.4,1.12,22.07,1.6
10.1002/admi.201901406,MAPbI,MAPbI3,21.4,1.09,23.54,1.6
10.1002/solr.201800230,MAPbI,MAPbI3,21.4,1.09,22.11,1.6
10.1002/solr.201800230,MAPbI,MAPbI3,21.4,1.09,22.11,1.6
10.1039/C7QM00221A,MAPbI,MAPbI3,21.4,1.08,22.3,
10.1016/j.apsusc.2019.04.069,MAPbI,MAPbI3,21.4,0.98,21.45,1.6
10.1039/c7ta02242e,MAPbI,MAPbI3,21.4,1.12,21.92,1.6
10.1016/j.nanoen.2017.08.059,MAPbI | CsPbBr,MAPbI3 | CsPbBr3,21.4,1.147,21.8,
10.1002/adfm.201806740,MAPbI,MAPbI3,21.4,1.03,22.57,1.6
10.1002/solr.201700214,MAPbI,MAPbI3,21.4,0.93,22.86,1.6
10.1039/c9qm00112c,MAPbI,MAPbI3,21.4,1.02,22.6,1.6
10.1002/aenm.201703519,MAPbI,MAPbI3,21.39,1.12,22.28,1.5
10.1039/c9tc03941d,MAPbI,MAPbI3,21.39,1.03,21.23,1.5
10.1088/1361-6528/ab10f3,MAPbI,MAPbI3,21.39,1.07,23.09,1.6
10.1039/c7ta07968k,MAPbI,MAPbI3,21.39,0.96,22.05,1.6
10.1002/aenm.201703519,MAPbI,MAPbI3,21.39,1.097,21.96,1.5
10.1039/c7ta08038g,MAPbI,MAPbI3,21.39,1.01,23.143,1.6
10.1002/ente.201900877,MAPbI,MAPbI3,21.38,1.05,22.5,1.6
10.1002/adfm.201805810,MAPbI,MAPbI3,21.36,1.086,22.61,1.6
10.1002/solr.201900415,MAPbI,MAPbI3,21.36,1.12,23.26,1.6
10.1016/j.orgel.2019.03.002,MAPbI,MAPbI3,21.36,1.02,21.2,1.63
10.1016/j.orgel.2019.03.002,MAPbI,MAPbI3,21.36,1.01,21.15,1.63
10.7567/JJAP.55.122301,MAPbI,MAPbI3,21.35,0.861,22.2,1.6
10.1016/j.mssp.2019.104671,MAPbI,MAPbI3,21.35,1.04,22.53,1.58
10.1002/aenm.201800438,MAPbI,MAPbI3,21.34,1.09,22.28,1.6
10.3390/nano9070935,MAPbI,MAPbI3,21.32,0.99,21.8,1.6
10.7567/JJAP.55.02BF08,MAPbI,MAPbI3,21.32,1.02,21.63,1.6
10.1021/acsami.8b22044,MAPbI,MAPbI3,21.32,1.05,21.64,1.6
10.1039/c8ta00769a,MAPbI,MAPbI3,21.32,1.09,22.48,1.6
10.1002/aenm.201901268,MAPbI,MAPbI3,21.31,1.02,22.43,1.6
10.1021/acsami.8b18530,MAPbI,MAPbI3,21.31,0.974,22.36,1.6
10.1021/acsami.8b18530,MAPbI,MAPbI3,21.31,0.974,22.36,1.6
10.1002/aenm.201801509,MAPbI,MAPbI3,21.31,1.04,22.42,1.6
10.1016/j.orgel.2018.02.026,MAPbI,MAPbI3,21.3,1.07,21.6,1.6
10.1038/s41565-018-0304-y,MAPbI,MAPbI3,21.3,1.08,21.63,1.59
10.1039/c6ta02918c,MAPbI,MAPbI3,21.3,0.95,23.98,1.6
10.1002/adma.201600619,MAPbI,MAPbI3,21.3,1.12,21.8,1.6
10.1016/j.solmat.2018.11.006,MAPbI,MAPbI3,21.3,1.03,22.5,1.6
10.1016/j.solmat.2018.11.006,MAPbI,MAPbI3,21.3,0.98,19.2,1.6
10.1016/j.jpowsour.2018.12.066,MAPbI,MAPbI3,21.3,1.01,21.81,1.6
10.1002/aenm.201702872,MAPbI,MAPbI3,21.3,,22.0,1.6
10.1021/acsnano.5b03265,MAPbI,MAPbI3,21.3,0.8420000000000001,22.2,1.6
10.1002/adma.201600619,MAPbI,MAPbI3,21.3,1.12,21.8,1.6
10.1002/advs.201700018,MAPbI,MAPbI3,21.3,1.05,20.56,1.61
10.1039/c8nr02146e,MAPbI,MAPbI3,21.3,1.05,21.9,1.6
10.1002/anie.201609529,MAPbI,MAPbI3,21.3,1.03,21.5,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.3,1.04,21.0,1.6
10.1021/acsaem.9b00531,MAPbI,MAPbI3,21.3,1.13,22.3,1.6
10.1016/j.electacta.2018.09.195,MAPbI,MAPbI3,21.3,1.058,21.84,1.6
10.1021/acs.jpcc.6b12137,MAPbI,MAPbI3,21.3,1.05,21.9,1.6
10.1039/c9ta12597c,MAPbI,MAPbI3,21.29,1.11,22.15,1.6
10.1039/c9ta12597c,MAPbI,MAPbI3,21.29,1.11,22.15,1.6
10.1007/s11426-018-9432-x,MAPbI,MAPbI3,21.29,,,1.6
10.1007/s11426-018-9432-x,MAPbI,MAPbI3,21.29,1.05,22.17,1.6
10.1039/c7nr05695h,MAPbI,MAPbI3,21.29,1.032,22.48,1.5
10.1016/j.nanoen.2019.104244,MAPbI,MAPbI3,21.28,0.84,21.88,1.6
10.1039/c6ta06152d,MAPbI,MAPbI3,21.28,0.98,22.08,1.6
10.1016/j.nanoen.2019.104244,MAPbI,MAPbI3,21.28,0.84,21.88,1.6
10.1021/acs.jpcc.8b09595,MAPbI,MAPbI3,21.28,1.14,21.82,1.6
10.1016/j.orgel.2016.11.031,MAPbI,MAPbI3,21.27,0.88,21.25,1.6
10.1039/c8ra08334g,MAPbI,MAPbI3,21.27,0.9,21.33,1.6
10.1039/c8ra08334g,MAPbI,MAPbI3,21.26,0.9,21.25,1.6
10.1039/c9ta08791e,MAPbI,MAPbI3,21.254,1.06,21.573,1.6
10.1016/j.electacta.2018.10.130,MAPbI,MAPbI3,21.25,0.99,20.55,1.6
10.1016/j.electacta.2018.07.029,MAPbI,MAPbI3,21.25,0.923,22.25,1.6
10.1039/c7ra07475a,MAPbI,MAPbI3,21.25,0.91,21.75,1.6
10.1002/adma.201702157,MAPbI,MAPbI3,21.25,1.082,21.65,1.6
10.1016/j.orgel.2019.06.039,MAPbI,MAPbI3,21.24,1.015,22.18,1.6
10.1021/acsami.5b01049,MAPbI,MAPbI3,21.24,1.0,22.7,1.65
10.1039/c8ta06689b,MAPbI,MAPbI3,21.24,1.14,22.14,1.6
10.1039/c8ta06689b,MAPbI,MAPbI3,21.24,,,1.6
10.1039/c5ee01179e,MAPbI,MAPbI3,21.24,1.1,21.96,1.6
10.1021/acssuschemeng.9b02044,MAPbI,MAPbI3,21.24,1.09,21.34,1.6
10.1016/j.joule.2019.04.005,MAPbI,MAPbI3,21.24,1.132,22.16,1.6
10.1039/c9sc01697j,MAPbI,MAPbI3,21.24,1.06,22.32,1.6
10.1021/acsaem.9b01928,MAPbI,MAPbI3,21.23,0.94,21.75,1.61
10.1016/j.solener.2019.05.055,MAPbI,MAPbI3,21.23,0.91,24.03,1.6
10.1039/c6ee02139e,MAPbI,MAPbI3,21.23,1.04,21.37,1.6
10.1002/cssc.201801888,MAPbI,MAPbI3,21.22,1.03,21.74,1.6
10.1038/ncomms12305,MAPbI,MAPbI3,21.22,1.052,20.54,1.6
10.1039/c6ta04053e,MAPbI,MAPbI3,21.22,1.013,21.44,1.6
10.1021/acsaem.8b00447,MAPbI,MAPbI3,21.22,1.021,21.3,1.6
10.1016/j.jallcom.2020.153730,MAPbI,MAPbI3,21.22,1.014,22.0,
10.1016/j.electacta.2017.12.135,MAPbI,MAPbI3,21.22,1.008,21.86,1.6
10.1002/solr.201900192,MAPbI,MAPbI3,21.21,1.1,22.24,1.6
10.1021/acsaem.0c00823,MAPbI,MAPbI3,21.21,1.04,22.21,1.59
10.1002/solr.201900565,MAPbI,MAPbI3,21.2,1.07,22.33,1.6
10.1038/nature23877,MAPbI,MAPbI3,21.2,,,1.58
10.1021/acsami.6b06847,MAPbI,MAPbI3,21.2,0.97,21.59,1.6
10.1021/acs.nanolett.6b05177,MAPbI,MAPbI3,21.2,1.136,21.36,1.6
10.1021/jacs.6b00039,MAPbI,MAPbI3,21.2,1.02,23.2,1.6
10.1016/j.jpowsour.2016.12.027,MAPbI,MAPbI3,21.2,0.95,23.8,1.6
10.1039/c6ee01411a,MAPbI,MAPbI3,21.2,1.02,21.8,1.58
10.1002/smll.201802738,MAPbI,MAPbI3,21.2,1.03,22.26,1.59
10.1039/c7tc05252a,MAPbI,MAPbI3,21.2,0.994,21.91,1.6
10.1016/j.orgel.2019.105552,MAPbI,MAPbI3,21.2,1.03,21.7,
10.1109/JPHOMV.2018.2877002,MAPbI,MAPbI3,21.2,1.01,21.3,1.6
10.1021/acsami.8b15870,MAPbI,MAPbI3,21.2,1.112,22.7,1.6
10.1021/acsami.8b15870,MAPbI,MAPbI3,21.2,1.145,22.9,1.6
10.1002/solr.202000288,MAPbI,MAPbI3,21.2,0.95,23.4,
10.1016/j.nanoen.2019.103866,MAPbI,MAPbI3,21.2,1.01,20.79,1.6
10.1002/aenm.201901719,MAPbI,MAPbI3,21.2,1.1,21.01,1.6
10.1016/j.nanoen.2019.06.021,MAPbI,MAPbI3,21.2,1.11,23.01,1.6
10.1038/nature23877,MAPbI,MAPbI3,21.2,1.12,22.6,1.58
10.1016/j.jallcom.2018.05.007,MAPbI,MAPbI3,21.2,1.02,21.5,1.6
10.1021/acsnano.8b05514,MAPbI,MAPbI3,21.2,1.06,20.98,1.6
10.1021/acsami.9b12323,MAPbI,MAPbI3,21.2,1.13,22.3,1.6
10.1039/c7ta07828e,MAPbI,MAPbI3,21.2,1.038,22.73,1.6
10.1021/acsami.9b01587,MAPbI,MAPbI3,21.2,1.02,22.05,1.6
10.1002/aenm.201502027,MAPbI,MAPbI3,21.2,0.948,21.26,1.6
10.1016/j.apsusc.2017.01.240,MAPbI,MAPbI3,21.2,1.0759999999999998,23.03,1.6
10.1039/c7nj04978a,MAPbI,MAPbI3,21.19,0.95,22.05,1.6
10.1002/adfm.201900484,MAPbI,MAPbI3,21.19,1.07,22.52,1.5
10.1016/j.jcou.2019.04.001,MAPbI,MAPbI3,21.19,1.1,21.08,1.6
10.1016/j.electacta.2019.135197,MAPbI,MAPbI3,21.19,1.04,21.79,1.45
10.1002/solr.201900041,MAPbI,MAPbI3,21.18,1.08,22.78,1.6
10.1039/c8ta10975c,MAPbI,MAPbI3,21.17,1.072,22.31,1.6
10.3390/ma12081314,MAPbI,MAPbI3,21.17,0.99,21.17,1.6
10.1016/j.cej.2019.04.099,MAPbI,MAPbI3,21.16,0.944,20.07,1.55
10.1021/acsami.9b03304,MAPbI,MAPbI3,21.16,1.05,22.52,1.6
10.1016/j.jallcom.2017.01.035,MAPbI,MAPbI3,21.16,1.06,21.39,1.6
10.1002/solr.201700105,MAPbI,MAPbI3,21.15,1.07,21.49,1.6
10.1002/solr.201800034,MAPbI,MAPbI3,21.15,1.09,23.97,1.6
10.1002/adfm.201500335,MAPbI,MAPbI3,21.14,0.9,22.59,1.6
10.1109/JPHOTOV.2015.2455345,MAPbI,MAPbI3,21.14,0.9,22.59,1.6
10.1021/acsami.8b18200,MAPbI,MAPbI3,21.13,1.083,21.54,1.6
10.1021/acsami.8b22044,MAPbI,MAPbI3,21.13,1.03,21.55,1.6
10.1002/aenm.201802323,MAPbI,MAPbI3,21.13,,,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,21.12,1.1,22.22,1.6
10.1002/solr.201700141,MAPbI,MAPbI3,21.11,1.03,21.11,1.6
10.1039/c7tc05252a,MAPbI,MAPbI3,21.11,0.99,21.75,1.6
10.1002/admi.201500790,MAPbI,MAPbI3,21.1,0.73,4.4,1.6
10.1002/admi.201500790,MAPbI,MAPbI3,21.1,0.8,9.5,1.6
10.1002/solr.201900191,MAPbI,MAPbI3,21.1,0.107,19.2,1.6
10.1126/science.1258307,MAPbI,MAPbI3,21.1,1.06,21.3,1.6
10.1039/c7ra13744c,MAPbI,MAPbI3,21.1,1.01,23.36,1.6
10.1002/admi.201500790,MAPbI,MAPbI3,21.1,0.94,15.1,1.6
10.1002/admi.201500790,MAPbI,MAPbI3,21.1,1.03,21.7,1.6
10.1039/c9ta01319a,MAPbI,MAPbI3,21.1,1.12,22.19,1.6
10.1002/solr.201900463,MAPbI,MAPbI3,21.1,1.125,21.5,1.6
10.1016/j.jpowsour.2016.05.060,MAPbI,MAPbI3,21.1,0.86,19.8,1.6
10.1016/j.solmat.2017.11.010,MAPbI,MAPbI3,21.1,0.95,21.6,1.6
10.1039/C8TA06771F,MAPbI,MAPbI3,21.1,1.04,22.9,1.6
10.1021/acsami.7b16662,MAPbI,MAPbI3,21.1,1.14,22.5,1.6
10.1016/j.solmat.2017.11.010,MAPbI,MAPbI3,21.1,1.03,22.1,1.6
10.1021/am506672j,MAPbI,MAPbI3,21.1,0.975,17.79,1.6
10.1021/am506672j,MAPbI,MAPbI3,21.1,0.98,15.8,1.6
10.1021/am506672j,MAPbI,MAPbI3,21.1,0.87,18.4,1.6
10.1021/am506672j,MAPbI,MAPbI3,21.1,0.968,18.81,1.6
10.1021/am506672j,MAPbI,MAPbI3,21.1,1.04,22.4,1.6
10.1002/anie.201904195,MAPbI,MAPbI3,21.1,1.061,22.1,1.6
10.1021/am506672j,MAPbI,MAPbI3,21.1,0.95,18.93,1.6
10.1021/am506672j,MAPbI,MAPbI3,21.1,0.968,16.14,1.6
10.1002/adfm.201906763,MAPbI,MAPbI3,21.1,1.16,21.7,1.6
10.1021/am504320h,MAPbI,MAPbI3,21.1,1.02,21.5,1.6
10.1002/anie.201904195,MAPbI,MAPbI3,21.1,1.057,21.9,1.6
10.1021/acsami.7b06343,MAPbI,MAPbI3,21.1,1.05,20.22,1.6
10.1002/admi.201500790,MAPbI,MAPbI3,21.1,0.9,20.9,1.6
10.1021/acsami.9b14423,MAPbI,MAPbI3,21.1,1.03,22.5,1.6
10.1016/j.jpowsour.2017.12.082,MAPbI,MAPbI3,21.1,0.949,22.1,1.6
10.1039/c9ta02631b,MAPbI,MAPbI3,21.1,1.05,22.87,1.6
10.1002/adfm.201909738,MAPbI,MAPbI3,21.1,1.1,23.2,1.6
10.1039/c8tc02766h,MAPbI,MAPbI3,21.1,1.0490000000000002,21.99,1.6
10.1002/aenm.201701144,MAPbI,MAPbI3,21.1,1.1,22.06,1.6
10.1016/j.apsusc.2016.06.187,MAPbI,MAPbI3,21.1,0.93,21.5,1.6
10.1039/c8ta06771f,MAPbI,MAPbI3,21.1,1.04,22.9,1.6
10.1021/acsami.6b07647,MAPbI,MAPbI3,21.1,1.06,22.3,1.6
10.1021/acs.nanolett.5b00116,MAPbI,MAPbI3,21.1,1.0,21.9,1.5
10.1088/0957-4484/28/1/01LT02,MAPbI,MAPbI3,21.1,0.927,22.76,1.6
10.1021/acsaem.9b00613,MAPbI,MAPbI3,21.1,1.07,23.3,1.5
10.1002/cssc.201700197,MAPbI,MAPbI3,21.09,1.03,21.68,1.6
10.1039/c8ra08334g,MAPbI,MAPbI3,21.09,0.91,21.33,1.6
10.1016/j.cej.2017.08.045,MAPbI,MAPbI3,21.09,1.01,22.46,1.6
10.1016/j.nanoen.2016.11.054,MAPbI,MAPbI3,21.09,0.98,21.41,1.6
10.1016/j.nanoen.2019.103865,MAPbI,MAPbI3,21.085,1.12,23.19,1.6
10.1016/j.electacta.2017.02.028,MAPbI,MAPbI3,21.08,0.978,22.0,1.6
10.1002/solr.201700147,MAPbI,MAPbI3,21.08,1.063,21.91,1.6
10.1039/c6ta00976j,MAPbI,MAPbI3,21.08,1.01,21.56,1.6
10.1039/c6ta00976j,MAPbI,MAPbI3,21.08,1.01,21.56,1.6
10.1002/cssc.201701027,MAPbI,MAPbI3,21.08,1.025,22.091,1.6
10.1016/j.electacta.2017.02.028,MAPbI,MAPbI3,21.08,1.04,22.1,1.6
10.1002/solr.201900565,MAPbI,MAPbI3,21.07,1.07,22.09,1.6
10.1039/c8ta10975c,MAPbI,MAPbI3,21.07,1.065,22.23,1.6
10.1039/c6cc03740b,MAPbI,MAPbI3,21.07,0.9,22.29,1.6
10.1039/c7tc05252a,MAPbI,MAPbI3,21.07,0.985,21.68,1.6
10.1016/j.jcis.2019.12.004,MAPbI,MAPbI3,21.06,1.03,21.55,1.6
10.1021/acsami.6b06847,MAPbI,MAPbI3,21.06,1.02,22.18,1.6
10.1039/c6dt00900j,MAPbI,MAPbI3,21.06,1.13,23.13,1.6
10.1002/aenm.201701757,MAPbI,MAPbI3,21.06,1.101,21.42,1.6
10.1002/aenm.201901268,MAPbI,MAPbI3,21.05,1.08,22.26,1.6
10.1021/acsnano.7b07754,MAPbI,MAPbI3,21.05,1.115,21.82,1.6
10.1016/j.solmat.2017.03.028,MAPbI,MAPbI3,21.05,0.96,21.23,1.6
10.1021/acsnano.7b07754,MAPbI,MAPbI3,21.05,1.115,21.82,1.6
10.1021/acsnano.7b07754,MAPbI,MAPbI3,21.05,1.115,21.82,1.6
10.1039/c8ta07048b,MAPbI,MAPbI3,21.05,1.094,22.35,1.58
10.1002/aenm.201703007,MAPbI,MAPbI3,21.05,1.03,21.03,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.04,1.03,19.3,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.04,1.02,20.4,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.04,1.03,21.0,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.04,1.04,20.8,1.6
10.1002/solr.201900565,MAPbI,MAPbI3,21.04,1.05,22.02,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.04,1.05,19.7,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.04,1.04,19.4,1.6
10.1021/acsami.8b22044,MAPbI,MAPbI3,21.04,1.03,21.32,1.6
10.1002/solr.201800054,MAPbI,MAPbI3,21.04,0.95,22.97,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,21.04,1.03,20.5,1.6
10.1002/aenm.201703007,MAPbI,MAPbI3,21.03,1.04,21.08,1.6
10.1039/c8nj03067g,MAPbI,MAPbI3,21.03,0.91,21.1,1.6
10.1021/acsami.8b05172,MAPbI,MAPbI3,21.02,1.04,22.24,1.6
10.1039/c8sc00731d,MAPbI,MAPbI3,21.02,1.09,21.79,1.6
10.1039/c8ra08334g,MAPbI,MAPbI3,21.02,0.89,21.14,1.6
10.1021/acsnano.8b07627,MAPbI,MAPbI3,21.02,1.11,21.57,1.6
10.1021/acsami.7b19053,MAPbI,MAPbI3,21.02,1.02,21.12,1.6
10.1002/solr.201700105,MAPbI,MAPbI3,21.012,0.96,21.55,1.6
10.1002/aenm.201901019,MAPbI,MAPbI3,21.01,0.983,21.31,1.6
10.1039/c9sc01697j,MAPbI,MAPbI3,21.01,1.09,22.12,1.6
10.1016/j.orgel.2018.02.027,MAPbI,MAPbI3,21.01,1.035,21.28,1.6
10.1021/acsami.7b08536,MAPbI,MAPbI3,21.0,0.96,18.57,1.6
10.1021/acsami.8b02035,MAPbI,MAPbI3,21.0,1.04,21.5,1.6
10.1021/acsami.7b08536,MAPbI,MAPbI3,21.0,0.89,22.1,1.6
10.1021/acsami.7b08536,MAPbI,MAPbI3,21.0,0.92,22.44,1.6
10.1038/NNANO.2014.181,MAPbI,MAPbI3,21.0,1.056,21.64,1.6
10.1021/acsami.7b08536,MAPbI,MAPbI3,21.0,0.9,22.77,1.6
10.1002/aenm.201902898,MAPbI,MAPbI3,21.0,0.96,21.03,1.6
10.1039/c7ta10945h,MAPbI,MAPbI3,21.0,1.098,21.0,1.6
10.1002/aenm.201602121,MAPbI,MAPbI3,21.0,1.074,21.8,1.55
10.3390/nano9091263,MAPbI,MAPbI3,21.0,1.0,21.6,1.6
10.1039/c7ta09721b,MAPbI,MAPbI3,21.0,1.06,22.3,1.6
10.1039/c9ta08081c,MAPbI,MAPbI3,21.0,1.1,22.55,1.6
10.1002/solr.201800278,MAPbI,MAPbI3,21.0,1.1,21.8,1.6
10.1016/j.electacta.2018.10.138,MAPbI,MAPbI3,21.0,1.02,21.16,1.6
10.1039/c8mh00511g,MAPbI,MAPbI3,21.0,1.08,21.1,1.6
10.1039/c8ta02071j,MAPbI,MAPbI3,21.0,1.11,23.47,1.6
10.1016/j.cej.2019.123677,MAPbI,MAPbI3,21.0,1.07,22.37,
10.1016/j.jpowsour.2019.226956,MAPbI,MAPbI3,21.0,0.97,20.9,1.55
10.1002/aenm.201701981,MAPbI,MAPbI3,21.0,1.01,21.9,1.6
10.1155/2019/4360816,MAPbI,MAPbI3,21.0,1.08,20.7,1.6
10.1021/acsami.7b15310,MAPbI,MAPbI3,21.0,1.05,21.09,1.6
10.1002/solr.201900045,MAPbI,MAPbI3,21.0,1.01,21.69,1.62
10.1002/adfm.201504190,MAPbI,MAPbI3,21.0,1.022,21.66,1.6
10.1002/adfm.201808119,MAPbI,MAPbI3,21.0,1.081,21.32,1.59
10.1002/smtd.201900164,MAPbI,MAPbI3,21.0,1.08,22.4,1.6
10.1002/adfm.201808119,MAPbI,MAPbI3,21.0,1.081,21.32,1.59
10.1002/smtd.201900164,MAPbI,MAPbI3,21.0,1.05,21.4,1.6
10.1016/j.nanoen.2018.05.035,MAPbI,MAPbI3,21.0,1.102,20.56,1.6
10.1021/acs.jpcc.7b09537,MAPbI,MAPbI3,21.0,1.08,21.8,1.6
10.1002/admi.201600122,MAPbI,MAPbI3,21.0,1.07,21.53,1.6
10.1002/smll.201601769,MAPbI,MAPbI3,21.0,1.08,22.55,1.6
10.1021/acsami.9b13952,MAPbI,MAPbI3,21.0,1.099,21.57,1.6
10.1007/s10853-018-2752-z,MAPbI,MAPbI3,21.0,1.104,21.99,1.6
10.1002/adfm.201808119,MAPbI,MAPbI3,21.0,1.078,20.98,1.59
10.1039/c7ta09543k,MAPbI,MAPbI3,21.0,1.08,23.0,1.5
10.1021/acsami.9b05101,MAPbI,MAPbI3,21.0,1.05,23.62,1.6
10.1021/acsami.8b15870,MAPbI,MAPbI3,21.0,1.068,22.8,1.6
10.1002/aenm.201800438,MAPbI,MAPbI3,20.99,1.09,21.8,1.6
10.1016/j.cap.2019.09.010,MAPbI,MAPbI3,20.99,0.98,21.1,1.6
10.1007/s40820-019-0282-0,MAPbI,MAPbI3,20.99,1.051,21.93,1.6
10.1002/ente.201800939,MAPbI,MAPbI3,20.98,1.03,22.11,1.6
10.3390/ma12081314,MAPbI,MAPbI3,20.98,0.96,20.98,1.6
10.1039/c6ta00893c,MAPbI,MAPbI3,20.98,0.99,22.0,
10.1002/adfm.201800475,MAPbI,MAPbI3,20.98,1.07,21.07,1.6
10.1002/adfm.201606156,MAPbI,MAPbI3,20.97,1.098,20.99,1.6
10.1039/c8ta06730a,MAPbI,MAPbI3,20.97,1.05,21.36,1.6
10.1016/j.mtener.2016.11.001,MAPbI,MAPbI3,20.97,1.07,21.93,1.6
10.1016/j.apsusc.2016.06.187,MAPbI,MAPbI3,20.97,0.99,22.22,1.6
10.1016/j.chempr.2017.05.020,MAPbI,MAPbI3,20.96,1.085,21.69,1.56
10.1016/j.jpowsour.2017.08.056,MAPbI,MAPbI3,20.96,1.07,21.88,1.57
10.1016/j.chempr.2017.05.020,MAPbI,MAPbI3,20.96,1.085,21.69,1.56
10.1021/acsami.7b01282,MAPbI,MAPbI3,20.96,0.94,21.65,1.6
10.1002/cssc.201700487,MAPbI,MAPbI3,20.96,1.06,21.94,1.6
10.1039/c7ta02242e,MAPbI,MAPbI3,20.95,1.13,21.45,1.6
10.1002/aenm.201703519,MAPbI,MAPbI3,20.95,1.09,21.74,1.5
10.1002/aenm.201703519,MAPbI,MAPbI3,20.95,1.0490000000000002,21.48,1.5
10.1016/j.orgel.2018.09.027,MAPbI,MAPbI3,20.94,1.08,21.59,1.6
10.1039/c6ta10470c,MAPbI,MAPbI3,20.94,1.02,21.64,1.6
10.1039/c8ta05026k,MAPbI,MAPbI3,20.94,1.03,22.18,1.6
10.1021/acsenergylett.6b00455,MAPbI,MAPbI3,20.93,1.1,22.0,1.54
10.1039/c5ee03229f,MAPbI,MAPbI3,20.93,1.07,21.12,1.6
10.1039/c5cp03934g,MAPbI,MAPbI3,20.92,1.02,21.65,1.6
10.1088/1361-6528/ab10f3,MAPbI | BAPbI,MAPbI3 | BAPbI4,20.92,1.09,22.55,
10.1021/acsami.6b15975,MAPbI,MAPbI3,20.92,1.04,21.22,1.6
10.1016/j.nanoen.2019.104229,MAPbI,MAPbI3,20.91,1.05,21.08,1.6
10.1016/j.chempr.2017.05.020,MAPbI,MAPbI3,20.91,1.1,21.7,1.56
10.1016/j.chempr.2017.05.020,MAPbI,MAPbI3,20.91,1.1,21.7,1.56
10.1016/j.mtener.2018.05.017,MAPbI,MAPbI3,20.9,1.08,21.3,1.6
10.1002/ente.201800939,MAPbI,MAPbI3,20.9,1.01,21.3,1.6
10.1021/acsami.6b08771,MAPbI,MAPbI3,20.9,1.04,20.7,1.6
10.1002/ente.201800939,MAPbI,MAPbI3,20.9,1.03,22.45,1.6
10.3390/cryst8010044,MAPbI,MAPbI3,20.9,1.1,22.1,1.6
10.1039/c8ta02652a,MAPbI,MAPbI3,20.9,1.05,21.54,1.59
10.1039/c6ta07004c,MAPbI,MAPbI3,20.9,1.05,21.0,1.6
10.1016/j.solener.2019.02.020,MAPbI,MAPbI3,20.9,1.08,22.0,1.62
10.1002/adfm.201900557,MAPbI,MAPbI3,20.9,1.1,22.98,1.6
10.1002/adfm.201703060,MAPbI,MAPbI3,20.9,0.96,21.35,1.6
10.1039/c9ta09260a,MAPbI,MAPbI3,20.9,1.09,22.0,1.6
10.1021/acs.nanolett.7b00847,MAPbI,MAPbI3,20.9,1.1,20.6,1.59
10.1038/s41565-018-0304-y,MAPbI,MAPbI3,20.9,1.1,21.11,1.59
10.1039/c6nr07076k,MAPbI,MAPbI3,20.9,1.057,22.86,1.6
10.1016/j.solener.2019.07.088,MAPbI,MAPbI3,20.9,0.91,21.9,1.6
10.1038/ncomms8747,MAPbI,MAPbI3,20.9,1.09,21.2,1.6
10.1002/cssc.201800610,MAPbI,MAPbI3,20.9,1.06,21.0,1.6
10.1007/s11426-016-0085-y,MAPbI,MAPbI3,20.9,0.91,20.81,1.6
10.1039/c9cc00479c,MAPbI,MAPbI3,20.89,1.05,22.43,1.6
10.1039/c7nr01678f,MAPbI,MAPbI3,20.89,1.04,21.6,1.5
10.1016/j.joule.2019.04.005,MAPbI,MAPbI3,20.89,1.107,21.77,1.6
10.1016/j.jpowsour.2019.226956,MAPbI,MAPbI3,20.89,1.01,20.97,1.55
10.1002/adma.201807689,MAPbI,MAPbI3,20.89,1.08,21.72,1.6
10.1039/c8tc02766h,MAPbI,MAPbI3,20.88,1.035,21.87,1.6
